Review ID,Review,Overall sentiment (Annotator),Explicit Aspect,Implicit Aspect phrase,Category,Explicit Opinion ,Implicit Opinion  phrase,Sentiment towards aspect
79,The staff inside the hotel was nice. The room and bed comfort was great.,Positive,room ,-,Room,great,,Positive
79,The staff inside the hotel was nice. The room and bed comfort was great.,Positive,staff ,-,Human Resources ,nice,,Positive
80,"Women with burkini are not allowed to swim in the pool 
Rooms are small and bed isnot queen bed at all",Negative,bed ,,Furniture ,isnot queen bed at all,,Negative
80,"Women with burkini are not allowed to swim in the pool 
Rooms are small and bed isnot queen bed at all",Negative,pool,,Amenities ,null, burkini are not allowed to swim,Negative
80,"Women with burkini are not allowed to swim in the pool 
Rooms are small and bed isnot queen bed at all",Negative,Rooms ,-,Room,small ,,Negative
81,“poor staff. don’t know English. only the location is good. no one picks up the call. no one answers on Booking.com prope”,Negative,location ,-,Location,good,,Positive
81,“poor staff. don’t know English. only the location is good. no one picks up the call. no one answers on Booking.com prope”,Negative,null,staff,Human Resources ,null,don’t know English,Negative
81,“poor staff. don’t know English. only the location is good. no one picks up the call. no one answers on Booking.com prope”,Negative,null,staff,Human Resources ,null,no one picks up the call.,Negative
81,“poor staff. don’t know English. only the location is good. no one picks up the call. no one answers on Booking.com prope”,Negative,staff,-,Human Resources ,poor ,,Negative
82,"The staff hospitality, the cleanness of the rooms, the comfort of the room and their breakfast 👍.
Also the location of the hotel is great close to anywhere u want to go.",Positive,location ,-,Location,great ,,Positive
82,"The staff hospitality, the cleanness of the rooms, the comfort of the room and their breakfast 👍.
Also the location of the hotel is great close to anywhere u want to go.",Positive,breakfast ,-,Food and beverage,null,👍,Positive
82,"The staff hospitality, the cleanness of the rooms, the comfort of the room and their breakfast 👍.
Also the location of the hotel is great close to anywhere u want to go.",Positive,room comfort ,-,Room,null,👍,Positive
82,"The staff hospitality, the cleanness of the rooms, the comfort of the room and their breakfast 👍.
Also the location of the hotel is great close to anywhere u want to go.",Positive,rooms cleanness ,-,Room,null,👍,Positive
82,"The staff hospitality, the cleanness of the rooms, the comfort of the room and their breakfast 👍.
Also the location of the hotel is great close to anywhere u want to go.",Positive,staff hospitality,-,Human Resources ,null,👍,Positive
83,"the room was dirty. the room smelled like there is a plumbing problem in the building. the free breakfast was absolutely disgusting, and the bed was has hard as concrete",Negative,room ,-,Room,dirty,,Negative
83,"the room was dirty. the room smelled like there is a plumbing problem in the building. the free breakfast was absolutely disgusting, and the bed was has hard as concrete",Negative,breakfast ,-,Food and beverage,disgusting,,Negative
83,"the room was dirty. the room smelled like there is a plumbing problem in the building. the free breakfast was absolutely disgusting, and the bed was has hard as concrete",Negative,bed ,-,Furniture ,hard ,,Negative
83,"the room was dirty. the room smelled like there is a plumbing problem in the building. the free breakfast was absolutely disgusting, and the bed was has hard as concrete",Negative,room ,-,Engineering,plumbing problem,,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,cupboard,,Engineering,Broken ,,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,TV remote control,,Amenities ,missing,,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,Breakfast ,,Food and beverage,null,very minimal offerings,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,check-in,,Front office,null, wait for almost an hour ,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,null,plug in,Engineering,null,no,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,Rooms ,-,Housekeeping,null,not ready,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,water,,Amenities ,null,No complimentary drinking,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,Wifi ,,Engineering,null,not working,Negative
84,"Rooms were not ready, had to wait for almost an hour to physically check-in the rooms. 
No complimentary drinking water
Broken cupboard, i fixed 2 shelves myself to make use of them
No place to plug in the available water heater
Wifi not working
Breakfast is having very minimal offerings 
Stained sofas
TV remote control missing",Negative,sofas,,Furniture ,Stained,,Negative
85,"The location is good but there is no breakfast, wifi and the hotel is not clean",Negative,location ,-,Location,good ,,Positive
